Type	N	C	B
Both_coding	12875,0.4	5470,0.301	1104,0.193
CParent_NCchild	3270,0.102	861,0.047	937,0.164
NCParent_Cchild	4691,0.146	9250,0.508	1083,0.19
Both_NonCoding	11339,0.352	2616,0.144	2586,0.453


N segregation
Type	Total	Freq
relevant	5686	0.44
ATIT:Same_amino_acid	6698	0.52
ATIT:Diff_amino_acid	58	0.0
Variation_in_coding_coods	217	0.02
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	216	0.02


C segregation
Type	Total	Freq
relevant	3066	0.56
ATIT:Same_amino_acid	1824	0.33
ATIT:Diff_amino_acid	60	0.01
Variation_in_coding_coods	359	0.07
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	161	0.03


B segregation
Type	Total	Freq
relevant	291	0.26
ATIT:Same_amino_acid	18	0.02
ATIT:Diff_amino_acid	4	0.0
Variation_in_coding_coods	0	0.0
pseudoC	244	0.22
pseudoN	126	0.11
No_overlap_exists	421	0.38


For N from total relevant :5686 cases 1440(0.253) have length change of -2 to 2
For C from total relevant :3066 cases 312(0.102) have length change of -2 to 2
For B from total relevant :291 cases 24(0.082) have length change of -2 to 2
All genes in which N cases are presnet are:6599
Genes in which N cases are presnet and both coding with length out of -2 to 2 arr:4243
All genes in which C cases are presnet are:3374
Genes in which C cases are presnet and both coding with length out of -2 to 2 arr:2754
All genes in which B cases are presnet are:767
Genes in which B cases are presnet and both coding with length out of -2 to 2 arr:279
All genes in which NCB union cases are presnet are:8222
Genes in which uninon NCB cases are presnet and both coding with length out of -2 to 2 arr:7275
All genes in which NCB intersection cases are presnet are:277
Genes in which intersection NCB cases are presnet and both coding with length out of -2 to 2 arr:0

Genes_list_N
Gene	Length	Structure	Variants	Name
55120	-5	NP_060532.2	1.0	FANCL Fanconi anemia complementation group L
23632	26	XP_011507681.1	1.0	CA14 carbonic anhydrase 14
284325	14	XP_011525087.1	False	C19orf54 chromosome 19 open reading frame 54
81607	-73	XP_011508325.1	1.0	NECTIN4 nectin cell adhesion molecule 4
81031	-22	XP_011527367.1	1.0	SLC2A10 solute carrier family 2 member 10
2912	-318	XP_011531945.1	1.0	GRM2 glutamate metabotropic receptor 2
79056	-31	XP_006718376.3	1.0	PRRG4 proline rich and Gla domain 4
93034	-17	NP_001002006.1	False	NT5C1B 5'-nucleotidase, cytosolic IB
5275	-10	XP_011524331.1	1.0	SERPINB13 serpin family B member 13
29965	-40	NP_001185985.1	False	CDIP1 cell death inducing p53 target 1
100506084	-11	XP_011522464.1	1.0	ARL17B ADP ribosylation factor like GTPase 17B
284415	17	XP_011525151.1	1.0	VSTM1 V-set and transmembrane domain containing 1
958	-4	XP_016883624.1	1.0	CD40 CD40 molecule
158787	11	NP_659405.1	False	RIBC1 RIB43A domain with coiled-coils 1
11158	-4	XP_016884040.1	1.0	RABL2B RAB, member of RAS oncogene family like 2B
9910	-37	XP_005245738.1	1.0	RABGAP1L RAB GTPase activating protein 1 like
717	45	NP_001269388.1	1.0	C2 complement C2
29924	-51	XP_016882212.1	1.0	EPN1 epsin 1
162989	-60	XP_011524873.1	1.0	DEDD2 death effector domain containing 2
147923	-50	XP_006723101.1	1.0	ZNF420 zinc finger protein 420
131540	-48	XP_005269336.1	False	ZDHHC19 zinc finger DHHC-type containing 19
4067	-21	NP_001104567.1	1.0	LYN LYN proto-oncogene, Src family tyrosine kinase
147841	-17	NP_001303960.1	False	SPC24 SPC24, NDC80 kinetochore complex component
374955	32	XP_016856708.1	1.0	SPATA21 spermatogenesis associated 21
56853	-10	XP_016881338.1	1.0	CELF4 CUGBP Elav-like family member 4
29881	-41	NP_001287896.1	False	NPC1L1 NPC1 like intracellular cholesterol transporter 1
79643	62	XP_005257725.1	False	CHMP6 charged multivesicular body protein 6
175	-8	NP_001165459.1	1.0	AGA aspartylglucosaminidase
55294	9	NP_001243998.1	1.0	FBXW7 F-box and WD repeat domain containing 7
157697	5	XP_016868614.1	False	ERICH1 glutamate rich 1
9526	-36	XP_006721662.1	False	MPDU1 mannose-P-dolichol utilization defect 1
940	-97	XP_011510499.1	1.0	CD28 CD28 molecule
4208	28	XP_016864965.1	1.0	MEF2C myocyte enhancer factor 2C
122786	-8	NP_001035946.1	1.0	FRMD6 FERM domain containing 6
83596	20	NP_001269448.1	False	BCL2L12 BCL2 like 12
6934	-4	XP_005270145.1	1.0	TCF7L2 transcription factor 7 like 2
5050	-13	XP_016882337.1	1.0	PAFAH1B3 platelet activating factor acetylhydrolase 1b catalytic subunit 3
81577	26	NP_001230579.1	1.0	GFOD2 glucose-fructose oxidoreductase domain containing 2
124626	-56	XP_011522600.1	False	ZPBP2 zona pellucida binding protein 2
85002	49	XP_016869407.1	1.0	FAM86B1 family with sequence similarity 86 member B1
23252	-8	XP_005245849.1	1.0	OTUD3 OTU deubiquitinase 3
10579	49	NP_001278806.1	False	TACC2 transforming acidic coiled-coil containing protein 2
58528	-48	XP_005248812.1	1.0	RRAGD Ras related GTP binding D
5663	-4	NP_015557.2	1.0	PSEN1 presenilin 1
3479	-11	XP_016874751.1	1.0	IGF1 insulin like growth factor 1
119180	14	XP_011517608.1	False	LYZL2 lysozyme like 2
1716	-6	XP_011530949.1	1.0	DGUOK deoxyguanosine kinase
10017	-23	NP_065129.1	False	BCL2L10 BCL2 like 10
352954	8	XP_016867643.1	1.0	CASTOR3 CASTOR family member 3
1388	-3	NP_001129625.1	1.0	ATF6B activating transcription factor 6 beta
337876	-43	XP_005272039.1	1.0	CHSY3 chondroitin sulfate synthase 3
80304	11	XP_016860518.1	False	WDCP WD repeat and coiled coil containing
340351	4	XP_011514424.1	False	AGBL3 ATP/GTP binding protein like 3
56829	-55	XP_011514714.1	1.0	ZC3HAV1 zinc finger CCCH-type containing, antiviral 1
7090	10	NP_001269911.1	1.0	TLE3 transducin like enhancer of split 3
2553	-12	NP_057739.1	1.0	GABPB1 GA binding protein transcription factor beta subunit 1
92521	8	XP_016880808.1	1.0	SPECC1 sperm antigen with calponin homology and coiled-coil domains 1
54875	-63	NP_001273914.1	False	CNTLN centlein
27185	-44	NP_001158027.1	False	DISC1 disrupted in schizophrenia 1
26609	-27	XP_011543792.1	False	VCX variable charge, X-linked
347862	5	XP_016873151.1	1.0	GATD1 glutamine amidotransferase like class 1 domain containing 1
8526	5	XP_016880734.1	1.0	DGKE diacylglycerol kinase epsilon
79742	-26	XP_006724622.1	False	CXorf36 chromosome X open reading frame 36
25875	-13	XP_016874640.1	False	LETMD1 LETM1 domain containing 1
55602	-10	NP_001304272.1	False	CDKN2AIP CDKN2A interacting protein
636	-37	XP_011519118.1	1.0	BICD1 BICD cargo adaptor 1
2993	21	XP_016863625.1	False	GYPA glycophorin A (MNS blood group)
55010	4	NP_001306925.1	1.0	PARPBP PARP1 binding protein
163404	-5	NP_001010861.1	1.0	PLPPR5 phospholipid phosphatase related 5
84688	-51	NP_671698.1	False	C9orf24 chromosome 9 open reading frame 24
7110	3	XP_011532358.1	False	TMF1 TATA element modulatory factor 1
834	-72	NP_150637.1	1.0	CASP1 caspase 1
9870	-10	XP_006720407.1	1.0	AREL1 apoptosis resistant E3 ubiquitin protein ligase 1
83450	19	XP_011522325.1	1.0	DRC3 dynein regulatory complex subunit 3
177	-16	NP_001193883.1	1.0	AGER advanced glycosylation end-product specific receptor
177	-16	NP_751947.1	1.0	AGER advanced glycosylation end-product specific receptor
219736	42	NP_001123633.1	False	STOX1 storkhead box 1
596	10	NP_000648.2	1.0	BCL2 BCL2, apoptosis regulator
57167	-437	NP_001304960.1	1.0	SALL4 spalt like transcription factor 4
9551	-6	NP_001034267.1	False	ATP5MF ATP synthase membrane subunit f
29934	-4	NP_001243117.1	False	SNX12 sorting nexin 12
124602	13	XP_016879639.1	1.0	KIF19 kinesin family member 19
10864	59	XP_016865687.1	1.0	SLC22A7 solute carrier family 22 member 7
221662	5	XP_011512690.1	1.0	RBM24 RNA binding motif protein 24
284323	539	NP_001136050.1	1.0	ZNF780A zinc finger protein 780A
10675	-27	NP_006565.2	False	CSPG5 chondroitin sulfate proteoglycan 5
60526	6	NP_001269653.1	1.0	LDAH lipid droplet associated hydrolase
222234	-16	XP_006715959.1	False	FAM185A family with sequence similarity 185 member A
79849	-14	XP_016873823.1	1.0	PDZD3 PDZ domain containing 3
254956	-34	XP_016870067.1	1.0	MORN5 MORN repeat containing 5
79608	-144	XP_016873779.1	False	RIC3 RIC3 acetylcholine receptor chaperone
90557	42	NP_001245233.1	False	CCDC74A coiled-coil domain containing 74A
6691	-15	NP_001258649.1	1.0	SPINK2 serine peptidase inhibitor, Kazal type 2
54629	-34	XP_011519992.1	False	MINDY2 MINDY lysine 48 deubiquitinase 2
6598	-18	NP_001007469.1	False	SMARCB1 SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
23315	9	XP_011527039.1	1.0	SLC9A8 solute carrier family 9 member A8
7589	-212	XP_016868074.1	1.0	ZSCAN21 zinc finger and SCAN domain containing 21
253738	9	XP_011537877.1	1.0	EBF3 early B cell factor 3
255101	48	NP_689602.2	1.0	CFAP65 cilia and flagella associated protein 65
124491	-23	XP_016878432.1	False	TMEM170A transmembrane protein 170A
339168	14	XP_016880060.1	False	TMEM95 transmembrane protein 95
7422	-17	NP_001191314.1	1.0	VEGFA vascular endothelial growth factor A
84733	115	NP_116036.1	1.0	CBX2 chromobox 2
200942	10	XP_006713079.1	1.0	KLHDC8B kelch domain containing 8B
7223	5	NP_003297.1	1.0	TRPC4 transient receptor potential cation channel subfamily C member 4
79849	-49	XP_016873824.1	1.0	PDZD3 PDZ domain containing 3
79723	-180	NP_001180355.1	1.0	SUV39H2 suppressor of variegation 3-9 homolog 2
84167	80	XP_016882839.1	False	C19orf44 chromosome 19 open reading frame 44
7422	-17	NP_001191313.1	1.0	VEGFA vascular endothelial growth factor A
116328	5	NP_001182568.1	False	C8orf34 chromosome 8 open reading frame 34
81607	22	XP_011508325.1	1.0	NECTIN4 nectin cell adhesion molecule 4
4998	-5	NP_001177748.1	1.0	ORC1 origin recognition complex subunit 1
29985	35	NP_998733.1	False	SLC39A3 solute carrier family 39 member 3
2040	-24	NP_001257455.1	1.0	STOM stomatin
91057	27	NP_542385.1	False	CCDC34 coiled-coil domain containing 34
203259	-17	NP_671735.1	False	FAM219A family with sequence similarity 219 member A
56106	38	NP_114479.1	1.0	PCDHGA10 protocadherin gamma subfamily A, 10
2249	-53	XP_005273904.1	1.0	FGF4 fibroblast growth factor 4
5831	-30	NP_722546.1	1.0	PYCR1 pyrroline-5-carboxylate reductase 1
8463	3	XP_011525706.1	1.0	TEAD2 TEA domain transcription factor 2
169044	-150	XP_011515188.1	1.0	COL22A1 collagen type XXII alpha 1 chain
81831	-7	NP_001188406.1	1.0	NETO2 neuropilin and tolloid like 2
27079	-61	NP_001273336.1	1.0	RPUSD2 RNA pseudouridylate synthase domain containing 2
58504	-16	NP_067049.2	1.0	ARHGAP22 Rho GTPase activating protein 22
84326	31	XP_011521016.1	1.0	METTL26 methyltransferase like 26
162989	-21	XP_016881891.1	1.0	DEDD2 death effector domain containing 2
3547	20	NP_991402.1	1.0	IGSF1 immunoglobulin superfamily member 1
54872	-15	XP_016863815.1	1.0	PIGG phosphatidylinositol glycan anchor biosynthesis class G
3120	15	XP_005249108.1	False	HLA-DQB2 major histocompatibility complex, class II, DQ beta 2
387990	8	XP_011535044.1	1.0	TOMM20L translocase of outer mitochondrial membrane 20 like
55671	13	NP_001271210.1	1.0	PPP4R3A protein phosphatase 4 regulatory subunit 3A
85413	-120	XP_011534509.1	1.0	SLC22A16 solute carrier family 22 member 16
284325	-7	XP_011525081.1	False	C19orf54 chromosome 19 open reading frame 54
917	40	XP_005271781.1	1.0	CD3G CD3g molecule
1788	17	NP_783329.1	1.0	DNMT3A DNA methyltransferase 3 alpha
284325	-3	XP_016882114.1	False	C19orf54 chromosome 19 open reading frame 54
1760	-5	NP_001275695.1	1.0	DMPK DM1 protein kinase
89978	-19	XP_016878198.1	1.0	DPH6 diphthamine biosynthesis 6
1440	-3	NP_757373.1	1.0	CSF3 colony stimulating factor 3
10330	16	NP_001177920.1	False	CNPY2 canopy FGF signaling regulator 2
284759	-98	NP_001128308.1	1.0	SIRPB2 signal regulatory protein beta 2
6536	-28	XP_016857642.1	False	SLC6A9 solute carrier family 6 member 9
6620	28	XP_006714977.1	1.0	SNCB synuclein beta
54854	-72	XP_011525351.1	1.0	FAM83E family with sequence similarity 83 member E
54932	24	XP_016870352.1	1.0	EXD3 exonuclease 3'-5' domain containing 3
54788	-7	XP_005269988.1	False	DNAJB12 DnaJ heat shock protein family (Hsp40) member B12
10413	-4	NP_001181974.1	1.0	YAP1 Yes associated protein 1
1641	5	XP_011529181.1	1.0	DCX doublecortin
54843	1288	XP_011543414.1	1.0	SYTL2 synaptotagmin like 2
54462	-50	XP_016871831.1	False	CCSER2 coiled-coil serine rich protein 2
9971	-4	XP_011537344.1	1.0	NR1H4 nuclear receptor subfamily 1 group H member 4
54682	-61	XP_016875020.1	False	MANSC1 MANSC domain containing 1
5710	3	XP_006711527.1	1.0	PSMD4 proteasome 26S subunit, non-ATPase 4
10413	-4	XP_005271437.1	1.0	YAP1 Yes associated protein 1
79637	-21	NP_001291200.1	1.0	ARMC7 armadillo repeat containing 7
22818	31	XP_016874486.1	1.0	COPZ1 coatomer protein complex subunit zeta 1
282991	25	XP_016871591.1	False	BLOC1S2 biogenesis of lysosomal organelles complex 1 subunit 2
6953	19	XP_016866719.1	False	TCP10 t-complex 10
147841	8	NP_001303961.1	False	SPC24 SPC24, NDC80 kinetochore complex component
3712	29	XP_016877638.1	1.0	IVD isovaleryl-CoA dehydrogenase
221476	-193	XP_016865919.1	1.0	PI16 peptidase inhibitor 16
130617	105	XP_006712349.1	1.0	ZFAND2B zinc finger AN1-type containing 2B
730112	11	NP_001274167.1	False	FAM166B family with sequence similarity 166 member B
5734	-181	XP_016865146.1	1.0	PTGER4 prostaglandin E receptor 4
9094	-42	XP_011523761.1	1.0	UNC119 unc-119 lipid binding chaperone
83795	27	NP_001128578.1	1.0	KCNK16 potassium two pore domain channel subfamily K member 16
6223	-5	NP_001013.1	1.0	RPS19 ribosomal protein S19
9686	4	NP_001271319.1	False	VGLL4 vestigial like family member 4
800	-229	NP_149130.1	False	CALD1 caldesmon 1
374291	218	XP_016882257.1	1.0	NDUFS7 NADH:ubiquinone oxidoreductase core subunit S7
142678	-6	XP_011539043.1	False	MIB2 mindbomb E3 ubiquitin protein ligase 2
6991	-39	XP_006715617.1	1.0	TCTE3 t-complex-associated-testis-expressed 3
10443	17	XP_016875838.1	1.0	N4BP2L2 NEDD4 binding protein 2 like 2
2040	-13	NP_001257456.1	1.0	STOM stomatin
56853	-10	NP_001020260.1	1.0	CELF4 CUGBP Elav-like family member 4
22859	7	XP_016881968.1	1.0	ADGRL1 adhesion G protein-coupled receptor L1
11259	6	XP_011510673.1	False	FILIP1L filamin A interacting protein 1 like
2212	-3	XP_011507589.1	1.0	FCGR2A Fc fragment of IgG receptor IIa
91833	12	NP_001229347.1	1.0	WDR20 WD repeat domain 20
6915	15	XP_011526516.1	1.0	TBXA2R thromboxane A2 receptor
7054	-4	NP_000351.2	1.0	TH tyrosine hydroxylase
55857	-18	XP_011527599.1	False	KIZ kizuna centrosomal protein
4957	19	NP_702910.1	False	ODF2 outer dense fiber of sperm tails 2
653275	6	XP_005263794.1	1.0	CFC1B cripto, FRL-1, cryptic family 1B
409	-21	XP_011522160.1	1.0	ARRB2 arrestin beta 2
2564	-62	XP_016884876.1	1.0	GABRE gamma-aminobutyric acid type A receptor epsilon subunit
132864	3	NP_001170852.1	False	CPEB2 cytoplasmic polyadenylation element binding protein 2
84288	26	XP_011542602.1	False	EFCAB2 EF-hand calcium binding domain 2
25966	11	XP_011527825.1	1.0	C2CD2 C2 calcium dependent domain containing 2
56953	6	XP_011522269.1	1.0	NT5M 5',3'-nucleotidase, mitochondrial
728642	-13	NP_001300911.1	1.0	CDK11A cyclin dependent kinase 11A
284656	12	NP_775912.2	1.0	EPHA10 EPH receptor A10
53335	51	XP_011531212.1	1.0	BCL11A B cell CLL/lymphoma 11A
8382	-23	XP_006714779.1	1.0	NME5 NME/NM23 family member 5
199223	-8	XP_005264983.1	1.0	TTC21A tetratricopeptide repeat domain 21A
55668	33	NP_001308961.1	False	GPATCH2L G-patch domain containing 2 like
60526	6	NP_001269648.1	1.0	LDAH lipid droplet associated hydrolase
30827	-4	XP_016881208.1	1.0	CXXC1 CXXC finger protein 1
55086	-43	NP_001171711.1	1.0	CXorf57 chromosome X open reading frame 57
83543	-24	NP_001172025.1	1.0	AIF1L allograft inflammatory factor 1 like
645027	-3	XP_011522284.1	1.0	EVPLL envoplakin like
114770	87	XP_006722696.1	1.0	PGLYRP2 peptidoglycan recognition protein 2
83871	-8	NP_001136096.2	1.0	RAB34 RAB34, member RAS oncogene family
676	-4	NP_001229737.2	1.0	BRDT bromodomain testis associated
10015	32	NP_001243121.1	1.0	PDCD6IP programmed cell death 6 interacting protein
124602	13	XP_016879641.1	1.0	KIF19 kinesin family member 19
157777	5	XP_006716490.1	1.0	MCMDC2 minichromosome maintenance domain containing 2
145748	-68	XP_011519547.1	1.0	LYSMD4 LysM domain containing 4
126432	-59	XP_011524757.1	1.0	RINL Ras and Rab interactor like
2235	-6	NP_000131.2	1.0	FECH ferrochelatase
147138	4	XP_011522708.1	False	TMC8 transmembrane channel like 8
2213	52	XP_016856158.1	1.0	FCGR2B Fc fragment of IgG receptor IIb
5976	-11	XP_016882595.1	1.0	UPF1 UPF1, RNA helicase and ATPase
10675	-27	NP_001193871.1	False	CSPG5 chondroitin sulfate proteoglycan 5
124454	38	NP_001295140.1	1.0	EARS2 glutamyl-tRNA synthetase 2, mitochondrial
5241	-42	XP_006718921.1	1.0	PGR progesterone receptor
2972	51	NP_001229719.1	1.0	BRF1 BRF1, RNA polymerase III transcription initiation factor subunit
80704	7	XP_016860519.1	1.0	SLC19A3 solute carrier family 19 member 3
5129	-30	XP_011507904.1	1.0	CDK18 cyclin dependent kinase 18
51652	-23	NP_001180446.1	1.0	CHMP3 charged multivesicular body protein 3
81831	-7	XP_006721354.1	1.0	NETO2 neuropilin and tolloid like 2
8647	34	XP_011510382.1	1.0	ABCB11 ATP binding cassette subfamily B member 11
284083	-35	XP_011522939.1	False	C17orf47 chromosome 17 open reading frame 47
389161	-92	XP_011511101.1	1.0	ANKUB1 ankyrin repeat and ubiquitin domain containing 1
8828	8	NP_957716.1	1.0	NRP2 neuropilin 2
222234	-16	XP_011514226.1	False	FAM185A family with sequence similarity 185 member A
55471	-51	XP_005264468.1	1.0	NDUFAF7 NADH:ubiquinone oxidoreductase complex assembly factor 7
54905	-37	XP_011513743.1	1.0	CYP2W1 cytochrome P450 family 2 subfamily W member 1
80342	-20	NP_001307073.1	False	TRAF3IP3 TRAF3 interacting protein 3
53335	51	XP_011531214.1	1.0	BCL11A B cell CLL/lymphoma 11A
118813	-9	NP_001167590.1	1.0	ZFYVE27 zinc finger FYVE-type containing 27
157697	5	XP_016868610.1	False	ERICH1 glutamate rich 1
2212	-43	XP_011507593.1	1.0	FCGR2A Fc fragment of IgG receptor IIa
84000	64	NP_001193719.1	False	TMPRSS13 transmembrane serine protease 13
121642	-37	XP_005253893.1	1.0	ALKBH2 alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
155051	35	NP_001295221.1	1.0	CRYGN crystallin gamma N
50855	11	XP_011521398.1	1.0	PARD6A par-6 family cell polarity regulator alpha
10443	-16	NP_149102.3	1.0	N4BP2L2 NEDD4 binding protein 2 like 2
114898	-198	XP_016864502.1	False	C1QTNF2 C1q and TNF related 2
11156	-24	XP_016868488.1	1.0	PTP4A3 protein tyrosine phosphatase type IVA, member 3
338328	-59	NP_001288701.1	False	GPIHBP1 glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
80263	-18	NP_001139107.1	1.0	TRIM45 tripartite motif containing 45
54494	9	NP_001258491.1	False	C11orf71 chromosome 11 open reading frame 71
8786	6	NP_001273414.1	1.0	RGS11 regulator of G protein signaling 11
64748	-5	NP_073574.2	1.0	PLPPR2 phospholipid phosphatase related 2
56833	8	XP_011508077.1	1.0	SLAMF8 SLAM family member 8
146325	-304	XP_016878450.1	False	PRR35 proline rich 35
81888	-9	NP_001230455.1	1.0	HYI hydroxypyruvate isomerase (putative)
143471	-38	NP_001020268.1	1.0	PSMA8 proteasome subunit alpha 8
494513	-8	XP_011509549.1	False	PJVK pejvakin
10106	6	XP_005268613.1	1.0	CTDSP2 CTD small phosphatase 2
100131827	87	XP_011531548.1	False	ZNF717 zinc finger protein 717
5164	27	NP_001186829.1	1.0	PDK2 pyruvate dehydrogenase kinase 2
25875	-13	XP_016874648.1	False	LETMD1 LETM1 domain containing 1
6387	-24	NP_001264919.1	1.0	CXCL12 C-X-C motif chemokine ligand 12
6217	-17	NP_001308040.1	1.0	RPS16 ribosomal protein S16
2243	14	NP_068657.1	1.0	FGA fibrinogen alpha chain
10871	35	XP_016879523.1	1.0	CD300C CD300c molecule
84316	-10	NP_001307854.1	1.0	NAA38 N(alpha)-acetyltransferase 38, NatC auxiliary subunit
202243	-76	XP_006714633.1	False	CCDC125 coiled-coil domain containing 125
160365	5	NP_742001.1	1.0	CLECL1 C-type lectin like 1
401474	47	NP_997389.2	1.0	SAMD12 sterile alpha motif domain containing 12
135644	-10	XP_011512611.1	1.0	TRIM40 tripartite motif containing 40
285641	-26	XP_011535929.1	False	SLC36A3 solute carrier family 36 member 3
1417	-50	XP_016884088.1	1.0	CRYBB3 crystallin beta B3
4047	-11	XP_016883836.1	1.0	LSS lanosterol synthase
1572	-28	XP_016881875.1	1.0	CYP2F1 cytochrome P450 family 2 subfamily F member 1
56103	4	NP_115267.1	1.0	PCDHGB2 protocadherin gamma subfamily B, 2
23464	14	XP_011528325.1	1.0	GCAT glycine C-acetyltransferase
5733	29	NP_942008.1	1.0	PTGER3 prostaglandin E receptor 3
6208	49	XP_016865173.1	1.0	RPS14 ribosomal protein S14
7587	17	NP_001311188.1	1.0	ZNF37A zinc finger protein 37A
6747	-13	NP_009038.1	False	SSR3 signal sequence receptor subunit 3
55634	-5	NP_001123372.1	1.0	KRBOX4 KRAB box domain containing 4
126969	-32	XP_011538935.1	False	SLC44A3 solute carrier family 44 member 3
83871	-8	NP_001138414.1	1.0	RAB34 RAB34, member RAS oncogene family
3638	-110	NP_938150.2	False	INSIG1 insulin induced gene 1
53335	3	XP_011531214.1	1.0	BCL11A B cell CLL/lymphoma 11A
105373926	-34	XP_011510595.1	False	LOC105373926 endogenous retrovirus group K member 18 Pol protein
1089	34	XP_006723040.1	1.0	CEACAM4 carcinoembryonic antigen related cell adhesion molecule 4
60494	-4	NP_068599.3	False	CCDC81 coiled-coil domain containing 81
23464	14	XP_016884165.1	1.0	GCAT glycine C-acetyltransferase
54939	3	XP_016877874.1	False	COMMD4 COMM domain containing 4
23400	-5	XP_016856338.1	1.0	ATP13A2 ATPase 13A2
57645	-222	XP_011508117.1	1.0	POGK pogo transposable element derived with KRAB domain
346606	-7	XP_011514428.1	False	MOGAT3 monoacylglycerol O-acyltransferase 3
25950	4	NP_001121614.1	False	RWDD3 RWD domain containing 3
341405	10	NP_001123487.1	1.0	ANKRD33 ankyrin repeat domain 33
81888	-9	XP_006711000.1	1.0	HYI hydroxypyruvate isomerase (putative)
778	14	NP_001243719.1	1.0	CACNA1F calcium voltage-gated channel subunit alpha1 F
27145	-4	XP_005248772.1	False	FILIP1 filamin A interacting protein 1
1198	17	XP_016877395.1	1.0	CLK3 CDC like kinase 3
100129969	-129	NP_001296356.1	False	FAM205C family with sequence similarity 205 member C
255324	-9	NP_001257920.1	1.0	EPGN epithelial mitogen
5081	53	NP_002575.1	1.0	PAX7 paired box 7
5962	-17	NP_001247425.1	1.0	RDX radixin
9205	36	NP_001034739.1	False	ZMYM5 zinc finger MYM-type containing 5
84179	-7	XP_011511877.1	1.0	SLC49A3 solute carrier family 49 member 3
55041	8	NP_001253994.1	1.0	PLEKHB2 pleckstrin homology domain containing B2
8930	17	NP_001263200.1	1.0	MBD4 methyl-CpG binding domain 4, DNA glycosylase
3815	-4	NP_001087241.1	1.0	KIT KIT proto-oncogene receptor tyrosine kinase
1911	17	XP_011518905.1	1.0	PHC1 polyhomeotic homolog 1
913	-55	NP_001172039.1	1.0	CD1E CD1e molecule
605	-21	NP_001019979.1	False	BCL7A BCL tumor suppressor 7A
1479	28	NP_001028677.1	1.0	CSTF3 cleavage stimulation factor subunit 3
90736	31	NP_001160173.1	False	FAM104B family with sequence similarity 104 member B
222545	-175	NP_001273283.1	1.0	GPRC6A G protein-coupled receptor class C group 6 member A
341405	-106	NP_001291389.1	1.0	ANKRD33 ankyrin repeat domain 33
57407	6	XP_016878975.1	1.0	NMRAL1 NmrA like redox sensor 1
79089	-97	XP_011523513.1	1.0	TMUB2 transmembrane and ubiquitin like domain containing 2
56931	-71	NP_001155091.1	1.0	DUS3L dihydrouridine synthase 3 like
27434	-5	XP_016867493.1	1.0	POLM DNA polymerase mu
56833	8	XP_011508081.1	1.0	SLAMF8 SLAM family member 8
4257	27	XP_011518975.1	1.0	MGST1 microsomal glutathione S-transferase 1
9379	-7	XP_005274458.1	1.0	NRXN2 neurexin 2
80071	-175	XP_016873836.1	False	CCDC15 coiled-coil domain containing 15
9354	-7	NP_001191006.1	1.0	UBE4A ubiquitination factor E4A
25950	-16	NP_001265176.1	False	RWDD3 RWD domain containing 3
119391	-24	XP_006717687.1	1.0	GSTO2 glutathione S-transferase omega 2
55006	-9	XP_005264450.1	1.0	TRMT61B tRNA methyltransferase 61B
339168	14	XP_016880056.1	False	TMEM95 transmembrane protein 95
388551	51	XP_016882284.1	1.0	CEACAM16 carcinoembryonic antigen related cell adhesion molecule 16
4929	-54	XP_011509548.1	1.0	NR4A2 nuclear receptor subfamily 4 group A member 2
140462	9	XP_016884775.1	1.0	ASB9 ankyrin repeat and SOCS box containing 9
85413	-120	XP_011534511.1	1.0	SLC22A16 solute carrier family 22 member 16
80345	-29	NP_001307485.1	1.0	ZSCAN16 zinc finger and SCAN domain containing 16
123872	16	XP_011521156.1	1.0	DNAAF1 dynein axonemal assembly factor 1
7750	-118	XP_011533518.1	False	ZMYM2 zinc finger MYM-type containing 2
10468	13	XP_011541401.1	1.0	FST follistatin
80174	47	XP_016880638.1	1.0	DBF4B DBF4 zinc finger B
56098	57	NP_115782.1	1.0	PCDHGC4 protocadherin gamma subfamily C, 4
22849	-23	XP_011537822.1	1.0	CPEB3 cytoplasmic polyadenylation element binding protein 3
146206	5	XP_011521177.2	1.0	CARMIL2 capping protein regulator and myosin 1 linker 2
56102	9	NP_115268.2	1.0	PCDHGB3 protocadherin gamma subfamily B, 3
2204	-22	NP_579803.1	1.0	FCAR Fc fragment of IgA receptor
6691	-27	XP_011532708.1	1.0	SPINK2 serine peptidase inhibitor, Kazal type 2
55192	20	XP_016877891.1	1.0	DNAJC17 DnaJ heat shock protein family (Hsp40) member C17
65249	-23	XP_016882643.1	False	ZSWIM4 zinc finger SWIM-type containing 4
85413	-121	XP_011534513.1	1.0	SLC22A16 solute carrier family 22 member 16
54681	-41	NP_808808.1	1.0	P4HTM prolyl 4-hydroxylase, transmembrane
84310	-6	XP_016868210.1	False	C7orf50 chromosome 7 open reading frame 50
56111	13	NP_114442.2	1.0	PCDHGA4 protocadherin gamma subfamily A, 4
64506	5	NP_001073001.1	False	CPEB1 cytoplasmic polyadenylation element binding protein 1
93487	7	XP_016877278.1	False	MAPK1IP1L mitogen-activated protein kinase 1 interacting protein 1 like
55507	-22	XP_016875072.1	False	GPRC5D G protein-coupled receptor class C group 5 member D
